return_to_about,返回,Back to About,バージョン情報に戻る,,,
backup_restore_title,备份与恢复,Backup & Restore,バックアップと復元,,,
backup_restore_desc,导入或导出完整配置数据。,Import or export full config.,設定データをインポートまたはエクスポート。,,,
important_security_notice,重要安全提示,Important Security Notice,重要なセキュリティ通知,,,
backup_security_hint,备份包含敏感 API 密钥，请妥善保管，勿分享。,Backups contain sensitive API keys. Keep secure and do not share.,バックアップにはAPIキーが含まれます。安全に保管し、共有しないでください。,,,
export_config_button,导出配置 (JSON),Export Config (JSON),設定をエクスポート (JSON),,,
import_config_button,导入配置 (JSON),Import Config (JSON),設定をインポート (JSON),,,
import_config_hint,从已导出的 JSON 备份恢复所有设置。,Restore all settings from an exported JSON backup.,エクスポート済みJSONバックアップから全設定を復元,,,
danger_zone,危险区域,Danger Zone,危険エリア,,,
clear_all_data,清空所有数据,Clear All Data,すべてのデータを消去,,,
clear_data_desc,永久删除所有对话、设置、远程服务器配置和插件，不可撤销。,Permanently delete all chats, settings, and configs. Irreversible.,すべてのチャット、設定、構成を永久削除。元に戻せません。,
start_thorough_clear,执行彻底清空,Execute Clear All,完全に消去を実行,,,
clear_data_confirm,确定清空所有数据？将删除所有对话、设置和文件，并重新加载页面。,Clear all data? This deletes everything and is irreversible.,すべてのデータを消去しますか？すべて削除され、元に戻せません。,,,
clear_success,数据已成功清空,Data cleared successfully,データを消去しました,,,
clear_failed,清空数据失败,Failed to clear data,データの消去に失敗しました,,,
new_server_name,新服务器,New Server,新規サーバー,,,
ssh_bridge_url_label,SSH Bridge URL (代理中转地址),SSH Bridge URL,SSHブリッジURL,,,
add_server_title,添加服务器,Add Server,サーバー追加,,,
edit_server_title,编辑服务器,Edit Server,サーバー編集,,,
test_connection,测试连接,Test Connection,接続テスト,,,
connecting,连接中...,Connecting...,接続中...,,,
connection_success,连接成功,Connection Successful,接続成功,,,
connection_failed,连接失败,Connection Failed,接続失敗,,,
save_server,保存服务器,Save Server,サーバーを保存,,,
delete_server,删除服务器,Delete Server,サーバーを削除,,,
server_list,服务器列表,Server List,サーバーリスト,,,
no_servers,尚未配置任何远程服务器,No servers configured yet,サーバーが設定されていません,,,
ssh_bridge_placeholder_alt,例如: https://your-bridge.com/api/ssh,E.g. https://your-bridge.com/api/ssh,例: https://your-bridge.com/api/ssh,,,
host_label,主机地址,Host,ホスト,,,
port_label,端口,Port,ポート,,,
user_label,用户名,User,ユーザー,,,
auth_label,密码或密钥,Auth,認証,,,
params_config,对话参数配置,Parameters,パラメータ設定,,,
params_config_desc,调整生成随机性、长度限制与上下文策略。,Adjust randomness, length limit, and context strategy.,生成のランダム性、長さ制限、コンテキスト戦略を調整,
token_compression_title,上下文压缩策略,Context Compression,コンテキスト圧縮,,,
token_compression_desc,对话超长时旧历史的处理方式。,How old history is handled when the limit is reached.,制限到達時の古い履歴の処理方法,,,
compression_strategy_label,压缩触发策略,Trigger Strategy,トリガー戦略,,,
compression_strategy_desc,选择何时开始压缩旧对话,Choose when compression starts,圧縮開始タイミングを選択,,,
strategy_auto,自动 (智能平衡),Auto (Smart),自動（スマート）,,,
strategy_manual,手动触发,Manual,手動,,,
strategy_disabled,禁用压缩,Disabled,無効,,,
hot_zone_rounds_label,热区轮数,Hot Zone Rounds,熱域ラウンド数,,,
hot_zone_rounds_hint,保留最近 N 轮不被压缩,Keep recent N rounds uncompressed,直近Nラウンドを圧縮せず保持,,,
intensity_label,压缩强度,Compression Intensity,圧縮強度,,,
intensity_hint,强度越高，总结越短，细节丢失越多,Higher intensity = shorter summary, less detail,強度が高いほど要約は短く、詳細は失われます,,
model_provider_config,模型供应商配置,Model Providers,プロバイダー設定,,,
model_provider_desc,配置各供应商的 API 密钥与自定义端点。,Configure API keys and custom endpoints.,各プロバイダーのAPIキーとカスタムエンドポイントを設定,,,
add_custom_provider,添加自定义供应商,Add Custom Provider,カスタムプロバイダーを追加,,,
provider_name,供应商名称,Provider Name,プロバイダー名,,,
api_key_label,API 密钥,API Key,APIキー,,,
endpoint_url,API 端点地址,Endpoint URL,エンドポイントURL,,,
models_list_label,模型列表 (逗号分隔),Models List (Comma separated),モデルリスト（カンマ区切り）,,,
media_config,媒体与文件配置,Media & Files,メディアとファイル,,,
media_config_desc,管理图片、视频生成参数与文件存储选项。,Manage media generation and file storage settings.,画像・動画生成パラメータとファイル保存先を管理,,,
image_size_label,默认图片尺寸,Default Image Size,デフォルト画像サイズ,,,
video_quality_label,默认视频质量,Default Video Quality,デフォルト動画品質,,,
storage_location,文件存储位置,Storage Location,保存先,,,
storage_local,浏览器本地存储,Browser Local,ブラウザローカル,,,
storage_indexeddb,IndexedDB (推荐),IndexedDB (Recommended),IndexedDB（推奨）,,,
backup_about_title,关于,About,バージョン情報,,,
current_version,当前版本,Current Version,現在のバージョン,,,
check_update,检查更新,Check for Updates,更新を確認,,,
project_home,项目主页,Project Home,プロジェクトホーム,,,
help_docs,帮助文档,Help Docs,ヘルプドキュメント,,,
system_prompt_label,角色设定 (System Prompt),System Prompt,システムプロンプト,,,
system_prompt_placeholder,例如：你是一个有用的 AI 助手...,e.g. You are a helpful AI assistant...,例：あなたは親切なAIアシスタントです...,,,
auto_evolve_title,自动进化 (Auto Evolve),Auto Evolve,自動進化,,,
auto_evolve_desc,开启后，AI 根据每次回复自动更新角色设定并加入记忆,AI will auto-update system prompt to include memories.,有効にすると、AIは返信ごとにシステムプロンプトを自動更新して記憶を追加します。,,,
auto_generate_title_label,自动生成对话标题,Auto Generate Title,タイトル自動生成,,,
auto_generate_title_desc,开启后，新对话首条消息将自动生成标题,Auto-generate a short title for new chats.,有効にすると、新しいチャットの最初のメッセージ送信時にAIが短いタイトルを自動生成します。,,,
auto_title_prompt_label,自动命名 Prompt 模板,Auto Title Prompt Template,タイトル自動生成プロンプト,,,
auto_title_prompt_placeholder,请输入生成标题的 Prompt 指令...,Enter prompt for generating titles...,タイトルの生成に使用するプロンプトを入力してください...,,,
auto_title_hint,首条消息将附在此 Prompt 后发送给 AI 生成标题。,System appends first message to this prompt for the AI.,システムはAIへのタイトルのプロンプトとして、最初のメッセージの末尾にこのテキストを追加します。,,,
preload_pyodide_label,预加载 Python 运行时 (Preload Pyodide),Preload Pyodide,Pyodideのプリロード,,,
preload_pyodide_desc,开启后，启动时预加载 Python 运行时，避免首次使用卡顿,Preload Python runtime to avoid first-use lag.,有効にすると、アプリ起動時にPythonランタイムを自動的に読み込み、初回使用時のラグを防ぎます。,,,
temperature_label,随机性 (Temperature),Temperature,ランダム性,,,
precise_label,精确,Precise,正確,,,
creative_label,创造性,Creative,創造的,,,
max_tokens_label,最大回复长度 (Max Tokens),Max Tokens,最大応答長,,,
hot_zone_rounds_unit,轮,Rounds,ラウンド,,,
hot_zone_min,保留最新 1 轮,Keep 1 round,最新の1ラウンドを保持,,,
hot_zone_max,保留最新 20 轮,Keep 20 rounds,最新の20ラウンドを保持,,,
hot_zone_desc,压缩对话时，最新 N 轮完整保留，更早的历史由 LLM 压缩为结构化摘要。,Keep latest N rounds intact; older history summarized.,会話圧縮時、最新Nラウンドを保持し、過去の履歴はLLMで要約。,,,
compression_intensity_label,上下文压缩强度,Compression Intensity,圧縮強度,,,
compression_intensity_desc,选择历史对话压缩的总结深度,Choose the depth and detail of conversation summaries.,履歴を圧縮する際の要約の深さと詳細度を選択してください。,,,
low_intensity,低强度,Low,低,,,
medium_intensity,均衡,Medium,バランス,,,
high_intensity,高强度,High,高,,,
low_intensity_desc,保留更多细节,More details,詳細を保持,,,
medium_intensity_desc,深度精简总结,Deep summary,詳細な要約,,,
high_intensity_desc,极简核心萃取,Minimalist,最小限の抽出,,,
tools_config_title,插件与扩展工具配置,Tools & Extensions,ツールと拡張機能,,,
tools_config_desc,管理内置搜索、脚本执行与第三方 MCP 服务器。,Manage built-in search, scripts, and MCP servers.,組み込み検索、スクリプト実行、MCPサーバーを管理。,
search_api_config,搜索 API 配置,Search API,検索API設定,,,
search_api_desc,配置搜索 API 密钥以启用联网搜索。,Configure search API keys for web search.,Web検索用APIキーを設定。,,,
google_search_key,Google Search API Key,Google Search API Key,Google検索APIキー,,,
google_search_cx,Google Search Engine ID (CX),Google Search Engine ID (CX),Google検索エンジンID (CX),,,
serpapi_key,SerpApi Key,SerpApi Key,SerpApiキー,,,
mcp_server_config,MCP 服务器配置 (Model Context Protocol),MCP Servers,MCPサーバー設定,,,
mcp_server_desc,通过 MCP 协议连接外部工具和服务。,Connect external tools and services via MCP.,MCP経由で外部ツールとサービスを接続。,,,
add_mcp_server,添加 MCP 服务器,Add MCP Server,MCPサーバーを追加,,,
mcp_server_name,服务器名称,Server Name,サーバー名,,,
mcp_server_type,连接类型,Connection Type,接続タイプ,,,
mcp_type_sse,SSE (Server-Sent Events),SSE,SSE,,,
mcp_type_stdio,Stdio (需配合远程 SSH),Stdio (via SSH),Stdio（SSH経由）,,,
mcp_endpoint_url,SSE 端点地址,SSE Endpoint URL,SSEエンドポイントURL,,,
no_mcp_servers,尚未配置任何 MCP 服务器,No MCP servers configured yet,MCPサーバーが設定されていません,,,
image_generation_title,图像生成,Image Generation,画像生成,,,
provider_label,供应商,Provider,プロバイダー,,,
custom_label,自定义,Custom,カスタム,,,
use_global_provider,使用全局供应商设置,Use Global Settings,グローバル設定を使用,,,
image_gen_label,Image Gen,Image Gen,画像生成,,,
host_address,主机地址,Host,ホスト,,,
port_label,端口,Port,ポート,,,
user_label,用户名,User,ユーザー,,,
auth_label,密码或密钥,Auth,認証,,,
no_servers_hint,尚未配置任何远程服务器,No servers configured yet,サーバーが設定されていません,,,
ssh_config_title,SSH 远程调用配置,SSH Remote Call,SSHリモート呼び出し,,,
ssh_config_desc,配置远程服务器，允许模型通过 SSH 执行命令。,Configure remote servers for executing commands via SSH.,リモートサーバーを設定し、モデルがSSH経由でコマンドを実行できるようにします。,,,
new_server_name,新服务器,New Server,新規サーバー,,,
add_server_button,添加服务器,Add Server,サーバー追加,,,
ssh_bridge_url_label,SSH Bridge URL (代理中转地址),SSH Bridge URL,SSHブリッジURL,,,
ssh_bridge_placeholder,例如: https://your-ssh-bridge.com/api/ssh,e.g. https://your-ssh-bridge.com/api/ssh,例: https://your-ssh-bridge.com/api/ssh,,,
ssh_bridge_hint,受系统安全限制，无法直接建立 SSH 连接，需通过 Node.js 代理中转。,Direct SSH is restricted. A Node.js proxy is required.,システムの制限により直接SSH接続できません。Node.jsプロキシが必要です。,,,
preset_provider,预设供应商,Preset Provider,プリセットプロバイダー,,,
select_provider_placeholder,选择供应商,Select provider,プロバイダーを選択,,,
add_custom_provider_button,添加自定义配置,Add Custom Configuration,カスタム構成を追加,,,
config_name_label,配置名称,Configuration Name,構成名,,,
config_name_placeholder,例如: 本地 Llama3,e.g. Local Llama3,例：ローカルLlama3,,,
api_type_label,API 类型,API Type,APIタイプ,,,
api_type_auto,自动识别,Auto Detect,自動検出,,,
api_url_label,API 地址,API URL,API URL,,,
api_key_label,API 密钥,API Key,APIキー,,,
model_name_label,模型名称,Model Name,モデル名,,,
refresh_list_button,刷新列表,Refresh List,リストを更新,,,
custom_model_button,自定义,Custom,カスタム,,,
displayed,已显示,Displayed,表示中,,,
hidden,已隐藏,Hidden,非表示,,,
up_move,上移,Move Up,上へ移動,,,
down_move,下移,Move Down,下へ移動,,,
select_theme,选择主题,Select Theme,テーマを選択,,,
theme_light,明亮,Light,ライト,,,
theme_dark,深色,Dark,ダーク,,,
theme_system,跟随系统,System,システム,,,
language_label,界面语言,Language,言語,,,
appearance_config_title,外观配置,Appearance,外観設定,,,
appearance_config_desc,调整界面主题、颜色与显示效果。,Adjust theme, colors, and display.,テーマ、色、表示を調整。,
usage_statistics_title,使用统计,Usage Stats,使用統計,,,
usage_statistics_desc,查看模型调用次数与 Token 消耗。,View model calls and token usage.,モデル呼び出し回数とトークン消費を確認。,,,
total_calls,总调用次数,Total Calls,総呼び出し数,,,
total_tokens,累计 Token 消耗,Total Tokens,累計トークン,,,
avg_tokens,平均每会话消耗,Avg Tokens,平均トークン,,,
chats_count,对话总数,Chats Count,チャット数,,,
interface_toolbar_custom,界面工具栏定制,Toolbar Customization,ツールバーのカスタマイズ,,,
interface_toolbar_desc,拖动卡片或使用上下箭头调整按钮顺序，控制显示与隐藏。,Drag cards or use arrows to reorder and toggle tools.,ドラッグまたは矢印でツール順序と表示を切り替え,,,
restore_all_default,全部恢复默认,Restore All Defaults,すべてデフォルトに戻す,,,
bubble_toolbar_title,消息气泡下方工具栏,Bubble Message Toolbar,メッセージツールバー,,,
bubble_toolbar_desc,拖动卡片调整消息下方工具栏顺序,Drag cards to reorder message toolbar.,ドラッグでメッセージ下ツールバーの順序を変更,,,
reset_this_category,重置此类,Reset Category,このカテゴリをリセット,,,
header_toolbar_title,标题栏右侧工具栏,Header Toolbar,ヘッダーツールバー,,,
header_toolbar_desc,拖动卡片调整标题栏工具栏顺序,Drag cards to reorder header toolbar.,ドラッグでヘッダーツールバーの順序を変更,,,
backup_and_restore,备份与恢复,Backup & Restore,バックアップと復元,,,
return_to_about,返回,Back to About,バージョン情報に戻る,,,
backup_restore_title,备份与恢复,Backup & Restore,バックアップと復元,,,
backup_restore_desc,导入或导出完整配置数据。,Import or export full config.,設定データをインポートまたはエクスポート。,,,
important_security_notice,重要安全提示,Important Security Notice,重要なセキュリティ通知,,,
backup_security_hint,备份包含敏感 API 密钥，请妥善保管，勿分享。,Backups contain sensitive API keys. Keep secure and do not share.,バックアップにはAPIキーが含まれます。安全に保管し、共有しないでください。,,,
export_config_button,导出配置 (JSON),Export Config (JSON),設定をエクスポート (JSON),,,
import_config_button,导入配置 (JSON),Import Config (JSON),設定をインポート (JSON),,,
import_config_hint,从已导出的 JSON 备份恢复所有设置。,Restore all settings from an exported JSON backup.,エクスポート済みJSONバックアップから全設定を復元,,,
danger_zone,危险区域,Danger Zone,危険エリア,,,
clear_all_data,清空所有数据,Clear All Data,すべてのデータを消去,,,
clear_data_desc,永久删除所有对话、设置、远程服务器配置和插件，不可撤销。,Permanently delete all chats, settings, and configs. Irreversible.,すべてのチャット、設定、構成を永久削除。元に戻せません。,
start_thorough_clear,执行彻底清空,Execute Clear All,完全に消去を実行,,,
clear_data_confirm,确定清空所有数据？将删除所有对话、设置和文件，并重新加载页面。,Clear all data? This deletes everything and is irreversible.,すべてのデータを消去しますか？すべて削除され、元に戻せません。,,,
clear_success,数据已成功清空,Data cleared successfully,データを消去しました,,,
clear_failed,清空数据失败,Failed to clear data,データの消去に失敗しました,,,
new_server_name,新服务器,New Server,新規サーバー,,,
ssh_bridge_url_label,SSH Bridge URL (代理中转地址),SSH Bridge URL,SSHブリッジURL,,,
add_server_title,添加服务器,Add Server,サーバー追加,,,
edit_server_title,编辑服务器,Edit Server,サーバー編集,,,
test_connection,测试连接,Test Connection,接続テスト,,,
connecting,连接中...,Connecting...,接続中...,,,
connection_success,连接成功,Connection Successful,接続成功,,,
connection_failed,连接失败,Connection Failed,接続失败,,,
save_server,保存服务器,Save Server,サーバーを保存,,,
delete_server,删除服务器,Delete Server,サーバーを削除,,,
server_list,服务器列表,Server List,サーバーリスト,,,
no_servers,尚未配置任何远程服务器,No servers configured yet,サーバーが設定されていません,,,
ssh_bridge_placeholder_alt,例如: https://your-bridge.com/api/ssh,E.g. https://your-bridge.com/api/ssh,例: https://your-bridge.com/api/ssh,,,
host_label,主机地址,Host,ホスト,,,
port_label,端口,Port,ポート,,,
user_label,用户名,User,ユーザー,,,
auth_label,密码或密钥,Auth,認証,,,
params_config,对话参数配置,Parameters,パラメータ設定,,,
params_config_desc,调整生成随机性、长度限制与上下文策略。,Adjust randomness, length limit, and context strategy.,生成のランダム性、長さ制限、コンテキスト戦略を調整,
token_compression_title,上下文压缩策略,Context Compression,コンテキスト圧縮,,,
token_compression_desc,对话超长时旧历史的处理方式。,How old history is handled when the limit is reached.,制限到達時の古い履歴の処理方法,,,
compression_strategy_label,压缩触发策略,Trigger Strategy,トリガー戦略,,,
compression_strategy_desc,选择何时开始压缩旧对话,Choose when compression starts,圧縮開始タイミングを選択,,,
strategy_auto,自动 (智能平衡),Auto (Smart),自動（スマート）,,,
strategy_manual,手动触发,Manual,手動,,,
strategy_disabled,禁用压缩,Disabled,無効,,,
hot_zone_rounds_label,热区轮数,Hot Zone Rounds,熱域ラウンド数,,,
hot_zone_rounds_hint,保留最近 N 轮不被压缩,Keep recent N rounds uncompressed,直近Nラウンドを圧縮せず保持,,,
intensity_label,压缩强度,Compression Intensity,圧縮强度,,,
intensity_hint,强度越高，总结越短，细节丢失越多,Higher intensity = shorter summary, less detail,強度が高いほど要約は短く、詳細は失われます,,
model_provider_config,模型供应商配置,Model Providers,プロバイダー設定,,,
model_provider_desc,配置各供应商的 API 密钥与自定义端点。,Configure API keys and custom endpoints.,各プロバイダーのAPIキーとカスタムエンドポイントを設定,,,
add_custom_provider,添加自定义供应商,Add Custom Provider,カスタムプロバイダーを追加,,,
provider_name,供应商名称,Provider Name,プロバイダー名,,,
api_key_label,API 密钥,API Key,APIキー,,,
endpoint_url,API 端点地址,Endpoint URL,エンドポイントURL,,,
models_list_label,模型列表 (逗号分隔),Models List (Comma separated),モデルリスト（カンマ区切り）,,,
media_config,媒体与文件配置,Media & Files,メディアとファイル,,,
media_config_desc,管理图片、视频生成参数与文件存储选项。,Manage media generation and file storage settings.,画像・動画生成パラメータとファイル保存先を管理,,,
image_size_label,默认图片尺寸,Default Image Size,デフォルト画像サイズ,,,
video_quality_label,默认视频质量,Default Video Quality,デフォルト動画品質,,,
storage_location,文件存储位置,Storage Location,保存先,,,
storage_local,浏览器本地存储,Browser Local,ブラウザローカル,,,
storage_indexeddb,IndexedDB (推荐),IndexedDB (Recommended),IndexedDB（推奨）,,,
backup_about_title,关于,About,バージョン情報,,,
current_version,当前版本,Current Version,現在のバージョン,,,
check_update,检查更新,Check for Updates,更新を確認,,,
project_home,项目主页,Project Home,プロジェクトホーム,,,
help_docs,帮助文档,Help Docs,ヘルプドキュメント,,,
export_feature_disabled,导出功能已关闭,Export Disabled,エクスポート無効,,,
export_disabled_desc,您已在设置中关闭导出功能，可在“导出设置”标签中重新开启,Exports disabled in settings. Re-enable in Export Settings.,エクスポートは無効です。エクスポート設定で有効にしてください。,,,
export_config_desc,将当前配置保存到本地 JSON 文件,Save current config to a local JSON file.,現在の設定をローカルJSONファイルに保存します。,,,
import_success,设置导入成功！已自动应用更改。,Settings imported successfully!,設定がインポートされました。,,,
import_failed_format,导入失败：文件格式不正确，缺少必要的配置项。,Import failed: Incorrect file format.,インポート失敗：ファイル形式が正しくありません。,,,
import_failed_parse,导入失败：文件解析错误，请确保是有效的 JSON 文件。,Import failed: JSON parse error.,インポート失敗：JSONパースエラー。,,,
clear_data_confirm_msg,确定清空所有数据？将删除所有对话、设置和文件，并重新加载页面。,Clear all data? This deletes everything and reloads the page.,すべてのデータを消去しますか？すべて削除され、ページがリロードされます。,,,
danger_clear_data_title,危险：清空所有数据,Danger: Clear All Data,危険：すべてのデータを消去,,,
thorough_clear,彻底清空,Thorough Clear,完全に消去,,,
error_clearing_data,清除数据时出错: ,Error clearing data: ,データ消去中にエラーが発生しました：,,,
backup_includes_desc,备份包含以下内容：,Backup includes:,バックアップ内容：,,,
backup_item_api,所有模型供应商 API 地址和密钥,All provider APIs and keys,すべてのAPIとキー,,,
backup_item_params,对话参数（随机性、长度限制等）,Conversation parameters,会話パラメータ,,,
backup_item_custom,自定义模型供应商配置,Custom provider configs,カスタムプロバイダー設定,,,
backup_item_tools,工具扩展（搜索 API 密钥、MCP 服务器）,Tools and MCP servers,ツールとMCPサーバー,,,
backup_item_ssh,远程服务器 (SSH) 连接配置,SSH server configs,SSHサーバー設定,,,
ssh_bridge_placeholder,例如: https://your-ssh-bridge.com/api/ssh,e.g. https://your-ssh-bridge.com/api/ssh,例: https://your-ssh-bridge.com/api/ssh,,,
ssh_bridge_url_label,SSH Bridge URL (代理中转地址),SSH Bridge URL,SSHブリッジURL,,,
tools_title,工具扩展功能,Tools & Extensions,ツールと拡張機能,,,
tools_desc,启用工具扩展，让 AI 可访问实时信息、处理文件或执行计算。,Enable tools for real-time info, file processing, and calculations.,AIがリアルタイム情報にアクセスし、ファイルを処理し、复杂な計算を実行できるようにします。,
tavily_api_label,Tavily 搜索 API 密钥 (用于联网搜索工具),Tavily Search API Key,Tavily検索APIキー,,,
get_api_key,获取密钥,Get API Key,APIキーを取得,,,
recommended,推荐,Recommended,推奨,,,
built_in_tools,内置工具列表,Built-in Tools,組み込みツール,,,
tool_web_search,联网搜索,Web Search,Web検索,,,
tool_web_search_desc,基于 Tavily 的实时联网搜索,Real-time web search powered by Tavily,TavilyによるリアルタイムWeb検索,,,
tool_code_exec,代码执行,Code Execution,コード実行,,,
tool_code_exec_desc,执行 JS 代码并输出结果,Execute JS code and show output,JSコードを実行して出力を取得,,,
tool_file_proc,文件处理,File Processing,ファイル処理,,,
tool_file_proc_desc,创建和读取 VFS 文件,Create and read VFS filess,仮想ファイルシステムの作成と読み取り,,,
tool_unit_conv,单位转换,Unit Conversion,単位変換,,,
tool_unit_conv_desc,长度、重量、温度转换,Fast conversion for units,単位の高速変換,,,
tool_password_gen,安全密码,Secure Passwords,安全なパスワード,,,
tool_password_gen_desc,生成强随机密码,Generate strong random passwords,強力なランダムパスワードを生成,,,
tool_color_tools,颜色工具,Color Tools,カラーツール,,,
tool_color_tools_desc,Hex/RGB 转换与随机取色,Hex/RGB conversion and random colors,Hex/RGB変換とランダムカラー,,,
tool_base64,Base64,Base64,Base64,,,
tool_base64_desc,文本编码与解码,Encode and decode text,テキストのエンコードとデコード,,,
export_compliance_title,导出设置,Export Settings,エクスポート設定,,,
export_compliance_desc,配置水印设置、查看用户政策,Configure export permissions, watermarks, and legal terms.,エクスポート権限、透かし、法的規約を設定,
backup_restore_desc_alt,导入或导出完整配置，包括 API 密钥、模型列表与界面偏好。,Import or export full config including API keys and preferences.,APIキーと設定を含む完全な構成をインポート/エクスポート,,,
export_license_watermark,导出许可与水印设置,Export License & Watermarks,エクスポートライセンスと透かし設定,,,
export_license_hint,可随时重新配置导出与水印模式。关闭导出后，全应用将隐藏所有下载与导出按钮。,Reconfigure export and watermark modes anytime.,エクスポートと透かしモードはいつでも変更可能。,,,
export_agree_no_wm,开启导出：同意并去除显式水印,Enable Export: Agree (No Visible Watermark),エクスポート有効：同意（透かしなし）,,,
export_agree_no_wm_desc,允许导出对话与文件。去除可见的【人工智能生成】标注，文件内部保留溯源元数据。,"Allows exports without visible ""AI Generated"" marks.",表示される「人工智能生成」マークなしでエクスポートを許可します。,,,
export_agree_with_wm,开启导出：同意并保留显式水印,Enable Export: Agree (With Visible Watermark),エクスポート有効：同意（透かしあり）,,,
export_agree_with_wm_desc,允许导出对话与文件。导出的图片或长图添加【人工智能生成】半透明水印。,"Adds translucent ""AI Generated"" watermark to exports.",エクスポートに半透明の「人工智能生成」透かしを追加します。,,,
export_disagree,关闭导出：不同意并禁用相关功能,Disable Export: Disagree,エクスポート無効：不同意,,,
export_disagree_desc,隐藏所有下载与导出按钮，控制内容流通。,Hide all download and export buttons.,すべてのダウンロードとエクスポートボタンを非表示。,,,
github_repo,GitHub 开源仓库,GitHub Repository,GitHubリポジトリ,,,
legal_agreement_title,用户政策,Legal Agreements & Policies,法的契約とポリシー,,,
privacy_policy_label,隐私政策,Privacy Policy,プライバシーポリシー,,,
terms_of_service_label,服务条款,Terms of Service,利用規約,,,
cookie_policy_label,Cookie 政策,Cookie Policy,Cookieポリシー,,,
mcp_server_url_placeholder,服务器 URL (例如: http://localhost:3001),Server URL (e.g. http://localhost:3001),サーバーURL (例: http://localhost:3001),,,
no_mcp_servers_hint,尚未添加任何 MCP 服务器,No MCP servers added yet,MCPサーバーが追加されていません,,,
version_label,版本,Version,バージョン,,,
about_description,调整模型供应商配置,About,バージョン情報,,,
legal_desc,配置水印设置、查看用户政策,Configure export permissions and legal terms.,エクスポート権限、生成标识、法的規約を設定,,,
agree_no_watermark_label,开启导出：同意并去除显式水印,Agree & Hide Watermark,同意して透かしを非表示,,,
agree_no_watermark_desc,允许导出，去除可见水印，保留溯源元数据。,Allow export without visible watermark.,透かしなしでエクスポートを許可,,,
agree_with_watermark_label,开启导出：同意并保留显式水印,Agree & Show Watermark,同意して透かしを表示,,,
agree_with_watermark_desc,允许导出，图片添加半透明水印。,Add visible translucent watermark to images.,画像に半透明透かしを追加,,,
disagree_label,关闭导出：不同意并禁用相关功能,Disagree & Disable,不同意して無効化,,,
disagree_desc,隐藏所有下载与导出按钮。,Hide all export and download buttons.,すべてのダウンロードとエクスポートボタンを非表示。,,,
video_generation,视频生成,Video Generation,動画生成,,,
video_model_label,视频模型,Video Model,動画モデル,,,
export_usage_notice,导出使用须知,Export Notice,エクスポートに関する注意事項,,,
legal_desc_detail,查看隐私政策、服务协议与导出说明。,View privacy policy, terms, and export notice.,プライバシーポリシー、利用規約、エクスポート注意事項を確認。,
up_move,上移,Move Up,上に移動,,,
down_move,下移,Move Down,下に移動,,,
displayed,已显示,Displayed,表示済み,,,
hidden,已隐藏,Hidden,非表示,,,
header_toolbar_title,标题栏右侧工具栏,Header Toolbar,ヘッダーツールバー,,,
header_toolbar_desc,拖动卡片调整标题栏工具栏顺序,Drag to reorder header toolbar.,ドラッグでヘッダーツールバーの順序を変更,,,
reset_this_category,重置此类,Reset Category,カテゴリをリセット,,,
auto_title_prompt_default,为用户消息生成极简标题（1-4 字），不加引号、标点或对话语气，只返回标题。,Generate a short title (1-4 words). No quotes, punctuation, or conversational tone.,短いタイトル（1〜4語）を生成。引用符、句読点、会話口調は不可。,
auto_evolve_desc,开启后，AI 根据每次回复自动更新角色设定并加入记忆,AI auto-updates character prompt with memories.,応答ごとにプロンプトへ記憶を自動追加,,,
auto_generate_title_label,自动生成对话标题,Auto Generate Title,タイトル自動生成,,,
auto_generate_title_desc,开启后，新对话首条消息将自动生成标题,Automatically generate title.,タイトルを自動生成,,,
auto_title_prompt_label,自动命名 Prompt 模板,Auto Title Prompt,タイトル生成プロンプト,,,
auto_title_hint,首条消息将附在此 Prompt 后发送给 AI 生成标题。,First message is used for title.,最初のメッセージをタイトルに使用します。,,,
preload_pyodide_label,预加载 Python 运行时 (Preload Pyodide),Preload Pyodide,Pyodideのプリロード,,,
preload_pyodide_desc,开启后，启动时预加载 Python 运行时，避免首次使用卡顿,Preload Python runtime.,Pythonランタイムをプリロード,,,
temperature_label,随机性 (Temperature),Temperature,ランダム性,,,
precise_label,精确,Precise,正確,,,
creative_label,创造性,Creative,創造的,,,
max_tokens_label,最大回复长度 (Max Tokens),Max Tokens,最大応答長,,,
hot_zone_rounds_label,压缩保留热区轮数 (Hot Zone Rounds),Hot Zone Rounds,熱域ラウンド数,,,
hot_zone_rounds_unit,轮,Rounds,ラウンド,,,
hot_zone_min,保留最新 1 轮,Keep 1 round,最新の1ラウンドを保持,,,
hot_zone_max,保留最新 20 轮,Keep 20 rounds,最新の20ラウンドを保持,,,
hot_zone_desc,压缩对话时，最新 N 轮完整保留，更早的历史由 LLM 压缩为结构化摘要。,Recent rounds kept, older summarized.,最新ラウンドを保持し、過去を要約,,
compression_intensity_label,上下文压缩强度,Compression Intensity,圧縮強度,,,
compression_intensity_desc,选择压缩历史对话时的总结深度 and 详细程度,Compression depth and detail.,圧縮の深さと詳細度,,,
low_intensity,低强度,Low Intensity,低強度,,,
medium_intensity,均衡,Balanced,均衡,,,
high_intensity,高强度,High Intensity,高強度,,,
low_intensity_desc,保留更多细节,Retain more details.,詳細を保持,,,
medium_intensity_desc,深度精简总结,Deep summary.,深層要約,,,
high_intensity_desc,极简核心萃取,Minimalist extraction.,最小限の抽出,,,
tools_title,工具扩展功能,Tools & Extensions,ツール拡張,,,
